Outlet_ID,Distributor_ID,Outlet_Type,Outlet_Size,Cooler_Count,constraint_flag,volume_cv,historical_max_volume,Maximum_Monthly_Liters,incremental_volume,Trade_Spend_LKR,Spend_Type
OUT_02765,DIST_W_01,Eatery,Large,4,0,1.264,359,1194,835,1993.84,promotional
OUT_05407,DIST_W_02,Pharmacy,Large,5,0,1.251,370,1205,834,1993.2,merchandising
OUT_08914,DIST_W_01,Bakery,Large,5,0,1.191,342,1177,834,1992.56,promotional
OUT_08969,DIST_W_02,Kiosk,Large,5,0,1.193,368,1202,834,1991.34,merchandising
OUT_00251,DIST_W_01,Kiosk,Small,1,0,1.214,339,1172,832,1988.25,merchandising
OUT_06615,DIST_W_03,SMMT,Large,3,0,1.222,380,1212,832,1987.06,merchandising
OUT_04221,DIST_W_01,Pharmacy,Large,4,0,1.231,350,1182,831,1985.56,merchandising
OUT_00755,DIST_W_01,Eatery,Large,4,0,1.216,322,1153,831,1985.51,promotional
OUT_05523,DIST_W_03,SMMT,Large,5,0,1.247,330,1162,831,1984.85,merchandising
OUT_03900,DIST_W_03,Kiosk,Large,2,0,1.185,372,1202,829,1980.6,merchandising
OUT_08921,DIST_W_02,SMMT,Large,5,0,1.199,343,1173,829,1980.16,merchandising
OUT_03139,DIST_W_01,Eatery,Medium,1,0,1.083,132,961,828,1978.93,promotional
OUT_05604,DIST_W_01,Kiosk,Large,4,0,1.2,355,1183,827,1976.2,merchandising
OUT_03271,DIST_W_01,Pharmacy,Large,4,0,1.298,371,1196,824,1968.85,merchandising
OUT_02552,DIST_W_02,Eatery,Large,2,0,1.249,360,1184,824,1968.08,promotional
OUT_07122,DIST_W_03,Hotel,Large,3,0,1.276,356,1180,824,1967.88,promotional
OUT_03368,DIST_W_02,Bakery,Large,2,0,1.257,386,1209,823,1965.14,promotional
OUT_00906,DIST_W_03,Eatery,Large,4,0,1.2,324,1147,822,1962.91,promotional
OUT_06404,DIST_W_02,SMMT,Large,4,0,1.205,342,1164,821,1962.03,merchandising
OUT_08652,DIST_W_03,Bakery,Large,5,0,1.184,332,1153,820,1959.38,promotional
OUT_02643,DIST_W_03,Eatery,Large,5,0,1.227,328,1149,820,1958.15,promotional
OUT_04328,DIST_W_01,Grocery,Large,4,0,1.204,332,1152,819,1956.74,discount
OUT_03242,DIST_W_01,Eatery,Large,2,0,1.259,337,1156,818,1955.05,promotional
OUT_05216,DIST_W_01,Hotel,Large,4,0,1.202,351,1170,818,1954.7,promotional
OUT_04651,DIST_W_02,Kiosk,Large,5,0,1.212,364,1183,818,1954.28,merchandising
OUT_02303,DIST_W_01,SMMT,Large,3,0,1.228,379,1197,818,1953.73,merchandising
OUT_02386,DIST_W_03,Grocery,Large,3,0,1.25,361,1178,817,1952.23,discount
OUT_07924,DIST_W_01,Bakery,Large,3,0,1.24,342,1160,817,1951.81,promotional
OUT_00912,DIST_W_03,Grocery,Large,5,0,1.274,361,1178,816,1950.15,discount
OUT_07349,DIST_W_03,Kiosk,Large,2,0,1.25,357,1174,816,1949.9,merchandising
OUT_00402,DIST_W_01,Kiosk,Large,2,0,1.259,366,1183,816,1949.03,merchandising
OUT_02320,DIST_W_01,Eatery,Medium,1,0,1.342,186,1002,816,1948.4,promotional
OUT_03040,DIST_W_02,Hotel,Large,3,0,1.27,383,1199,815,1947.59,promotional
OUT_06682,DIST_W_02,Kiosk,Large,4,0,1.172,342,1158,815,1947.56,merchandising
OUT_04925,DIST_W_03,SMMT,Large,4,0,1.19,332,1147,814,1944.93,merchandising
OUT_03864,DIST_W_01,Kiosk,Large,4,0,1.22,364,1178,813,1941.49,merchandising
OUT_00250,DIST_W_01,Eatery,Extra Large,2,0,1.22,333,1146,812,1939.24,promotional
OUT_00050,DIST_W_01,Grocery,Extra Large,2,0,1.216,364,1176,811,1938.23,discount
OUT_05852,DIST_W_02,Pharmacy,Large,4,0,1.218,362,1174,811,1938.11,merchandising
OUT_08764,DIST_W_03,Bakery,Large,5,0,1.233,375,1186,811,1937.21,promotional
OUT_07378,DIST_W_03,Bakery,Large,5,0,1.21,356,1167,810,1936.04,promotional
OUT_05418,DIST_W_01,Kiosk,Large,4,0,1.172,342,1152,809,1932.69,merchandising
OUT_08217,DIST_W_03,Grocery,Large,2,0,1.272,382,1191,809,1932.45,discount
OUT_02267,DIST_W_01,SMMT,Large,5,0,1.176,342,1150,807,1928.26,merchandising
OUT_07061,DIST_W_01,Grocery,Large,5,0,1.285,377,1184,807,1927.79,discount
OUT_00376,DIST_W_02,SMMT,Large,4,0,1.182,354,1160,806,1924.94,merchandising
OUT_01852,DIST_W_01,Kiosk,Large,4,0,1.132,344,1148,804,1920.0,merchandising
OUT_07048,DIST_W_03,Kiosk,Large,3,0,1.255,356,1161,804,1919.73,merchandising
OUT_06257,DIST_W_02,SMMT,Large,5,0,1.179,335,1139,803,1918.56,merchandising
OUT_06952,DIST_W_03,Pharmacy,Large,4,0,1.205,372,1176,803,1918.46,merchandising
OUT_07629,DIST_W_02,Bakery,Large,3,0,1.284,366,1169,802,1916.63,promotional
OUT_06386,DIST_W_02,Grocery,Large,3,0,1.237,369,1170,801,1912.69,discount
OUT_02997,DIST_W_01,Kiosk,Large,5,0,1.192,350,1151,800,1911.3,merchandising
OUT_00573,DIST_W_02,SMMT,Large,3,0,1.251,371,1170,799,1907.51,merchandising
OUT_06436,DIST_W_03,Bakery,Large,5,0,1.16,338,1137,798,1906.86,promotional
OUT_06718,DIST_W_01,Eatery,Large,5,0,1.164,359,1158,798,1906.5,promotional
OUT_08910,DIST_W_03,Eatery,Large,2,0,1.202,346,1145,798,1905.54,promotional
OUT_03424,DIST_W_01,Bakery,Large,3,0,1.198,376,1173,797,1904.51,promotional
OUT_04507,DIST_W_03,Eatery,Large,3,0,1.265,342,1140,797,1904.49,promotional
OUT_02436,DIST_W_02,SMMT,Large,3,0,1.215,379,1176,797,1902.66,merchandising
OUT_00340,DIST_W_02,Bakery,Medium,1,0,1.204,334,1131,796,1902.4,promotional
OUT_05571,DIST_W_03,Pharmacy,Large,5,0,1.259,360,1157,796,1901.4,merchandising
OUT_00570,DIST_W_02,Grocery,Large,5,0,1.212,370,1166,795,1899.81,discount
OUT_05956,DIST_W_03,Pharmacy,Large,4,0,1.23,344,1139,794,1897.21,merchandising
OUT_00112,DIST_W_02,Pharmacy,Extra Large,3,0,1.221,344,1138,794,1895.95,merchandising
OUT_08540,DIST_W_01,Kiosk,Large,2,0,1.201,363,1157,793,1894.56,merchandising
OUT_06323,DIST_W_03,Bakery,Large,3,0,1.309,362,1156,793,1893.98,promotional
OUT_00114,DIST_W_03,Pharmacy,Small,0,0,1.23,363,1154,791,1889.76,merchandising
OUT_02310,DIST_W_02,Kiosk,Large,3,0,1.248,356,1147,791,1888.98,merchandising
OUT_04143,DIST_W_03,Eatery,Large,4,0,1.247,359,1150,791,1888.8,promotional
OUT_04791,DIST_W_03,Bakery,Large,2,0,1.234,369,1160,791,1888.75,promotional
OUT_08603,DIST_W_01,Bakery,Large,4,0,1.289,343,1134,790,1888.18,promotional
OUT_08131,DIST_W_02,Bakery,Large,3,0,1.253,380,1169,788,1883.0,promotional
OUT_08992,DIST_W_02,SMMT,Large,4,0,1.219,374,1163,788,1882.76,merchandising
OUT_07380,DIST_W_02,Bakery,Large,2,0,1.216,369,1157,788,1882.39,promotional
OUT_07065,DIST_W_01,Grocery,Large,4,0,1.198,336,1124,788,1881.98,discount
OUT_00192,DIST_W_02,Eatery,Medium,1,0,1.25,385,1174,788,1881.68,promotional
OUT_03492,DIST_W_03,Eatery,Large,3,0,1.224,386,1174,788,1881.44,promotional
OUT_07993,DIST_W_02,Hotel,Large,5,0,1.207,344,1131,786,1878.25,promotional
OUT_04941,DIST_W_02,SMMT,Large,3,0,1.266,349,1136,786,1878.19,merchandising
OUT_08237,DIST_W_01,Grocery,Large,2,0,1.232,368,1154,785,1876.3,discount
OUT_00257,DIST_W_03,Hotel,Extra Large,2,0,1.192,358,1144,785,1876.08,promotional
OUT_00060,DIST_W_02,Grocery,Medium,1,0,1.204,380,1165,785,1874.6,discount
OUT_04064,DIST_W_03,Hotel,Large,5,0,1.238,349,1135,785,1874.24,promotional
OUT_03569,DIST_W_01,Eatery,Large,5,0,1.204,384,1168,784,1872.54,promotional
OUT_03252,DIST_W_03,Pharmacy,Large,5,0,1.228,369,1153,783,1869.91,merchandising
OUT_01835,DIST_W_01,Bakery,Large,4,0,1.175,339,1122,783,1869.81,promotional
OUT_05657,DIST_W_01,SMMT,Large,5,0,1.247,363,1146,782,1869.18,merchandising
OUT_00171,DIST_W_01,Eatery,Medium,2,0,1.22,338,1121,782,1867.23,promotional
OUT_07368,DIST_W_02,Pharmacy,Large,2,0,1.203,352,1134,781,1866.81,merchandising
OUT_08986,DIST_W_03,Eatery,Large,4,0,1.214,374,1156,781,1866.05,promotional
OUT_00607,DIST_W_02,Grocery,Large,4,0,1.238,350,1131,781,1865.69,discount
OUT_04594,DIST_W_03,Pharmacy,Large,3,0,1.222,356,1137,781,1865.4,merchandising
OUT_07367,DIST_W_02,SMMT,Large,5,0,1.263,367,1148,781,1864.58,merchandising
OUT_05992,DIST_W_01,Kiosk,Large,5,0,1.226,379,1160,780,1863.56,merchandising
OUT_06155,DIST_W_02,SMMT,Large,4,0,1.206,340,1121,780,1863.46,merchandising
OUT_03345,DIST_W_01,Hotel,Large,5,0,1.231,369,1148,779,1860.05,promotional
OUT_03551,DIST_W_01,Grocery,Large,2,0,1.213,371,1150,778,1858.81,discount
OUT_02139,DIST_W_01,Kiosk,Large,5,0,1.209,362,1141,778,1858.66,merchandising
OUT_05639,DIST_W_01,Pharmacy,Large,4,0,1.216,337,1116,778,1858.5,merchandising
OUT_07682,DIST_W_03,Bakery,Large,5,0,1.241,364,1142,777,1856.81,promotional
OUT_00903,DIST_W_02,Grocery,Large,2,0,1.236,372,1150,777,1856.51,discount
OUT_00306,DIST_W_02,Eatery,Small,0,0,1.222,348,1126,777,1856.04,merchandising
OUT_05879,DIST_W_02,Grocery,Large,4,0,1.225,355,1133,777,1855.73,discount
OUT_06103,DIST_W_01,Hotel,Large,4,0,1.236,373,1148,774,1849.29,promotional
OUT_04436,DIST_W_02,SMMT,Large,4,0,1.183,384,1158,774,1848.48,merchandising
OUT_08307,DIST_W_03,Pharmacy,Large,2,0,1.214,351,1125,774,1848.16,merchandising
OUT_00799,DIST_W_01,SMMT,Large,4,0,1.247,352,1126,773,1847.08,merchandising
OUT_05640,DIST_W_01,Grocery,Large,4,0,1.253,365,1139,773,1846.38,discount
OUT_00649,DIST_W_02,SMMT,Large,5,0,1.146,347,1119,771,1841.31,merchandising
OUT_04193,DIST_W_02,Grocery,Large,2,0,1.214,385,1154,769,1837.96,discount
OUT_06538,DIST_W_01,Eatery,Large,3,0,1.251,336,1106,769,1837.88,promotional
OUT_00277,DIST_W_02,Bakery,Large,5,0,1.198,337,1106,769,1837.7,promotional
OUT_07908,DIST_W_03,Eatery,Large,4,0,1.24,374,1143,769,1836.06,promotional
OUT_06406,DIST_W_02,Pharmacy,Large,5,0,1.233,374,1142,767,1833.21,merchandising
OUT_04009,DIST_W_02,Eatery,Large,2,0,1.182,351,1119,767,1833.05,promotional
OUT_01267,DIST_W_03,Bakery,Large,4,0,1.215,377,1144,766,1830.45,promotional
OUT_02514,DIST_W_02,Pharmacy,Large,5,0,1.237,385,1152,766,1830.05,merchandising
OUT_01605,DIST_W_02,Grocery,Large,4,0,1.214,355,1122,766,1829.48,discount
OUT_00372,DIST_W_02,SMMT,Small,1,0,1.278,370,1137,766,1828.9,merchandising
OUT_02515,DIST_W_03,Kiosk,Large,2,0,1.261,382,1147,765,1827.74,merchandising
OUT_00603,DIST_W_02,Kiosk,Large,4,0,1.201,364,1129,765,1826.84,merchandising
OUT_00087,DIST_W_02,Grocery,Extra Large,2,0,1.192,348,1113,765,1826.43,discount
OUT_07490,DIST_W_01,Pharmacy,Large,4,0,1.284,342,1107,764,1826.03,merchandising
OUT_03088,DIST_W_02,Pharmacy,Large,5,0,1.273,368,1133,764,1825.38,merchandising
OUT_02858,DIST_W_03,Pharmacy,Large,3,0,1.198,351,1115,764,1825.38,merchandising
OUT_05555,DIST_W_02,Hotel,Large,4,0,1.216,337,1102,764,1824.65,promotional
OUT_02966,DIST_W_02,Hotel,Large,2,0,1.228,333,1097,764,1823.9,promotional
OUT_00837,DIST_W_01,Kiosk,Large,4,0,1.243,368,1131,763,1822.59,merchandising
OUT_08785,DIST_W_02,Eatery,Large,3,0,1.22,382,1145,763,1822.04,promotional
OUT_03579,DIST_W_02,Grocery,Large,3,0,1.211,343,1105,762,1819.36,discount
OUT_04435,DIST_W_03,Hotel,Large,5,0,1.213,352,1114,762,1819.26,promotional
OUT_00445,DIST_W_01,SMMT,Large,4,0,1.262,369,1130,760,1816.53,merchandising
OUT_05569,DIST_W_03,SMMT,Large,3,0,1.235,334,1094,760,1816.38,merchandising
OUT_04983,DIST_W_03,Eatery,Large,3,0,1.24,382,1142,760,1815.56,promotional
OUT_06361,DIST_W_02,Eatery,Large,4,0,1.242,339,1099,760,1814.75,promotional
OUT_08736,DIST_W_01,Bakery,Large,2,0,1.218,374,1134,760,1814.46,promotional
OUT_03965,DIST_W_01,Kiosk,Large,5,0,1.238,380,1140,759,1812.79,merchandising
OUT_05960,DIST_W_01,Eatery,Large,5,0,1.215,355,1114,759,1812.69,promotional
OUT_00084,DIST_W_01,Kiosk,Small,0,0,1.248,363,1122,759,1812.45,merchandising
OUT_01338,DIST_W_01,Hotel,Large,4,0,1.247,355,1114,759,1812.06,promotional
OUT_06279,DIST_W_01,Pharmacy,Large,4,0,1.265,382,1141,758,1811.0,merchandising
OUT_00200,DIST_W_01,Grocery,Medium,1,0,1.24,343,1102,758,1810.63,discount
OUT_01253,DIST_W_02,Kiosk,Large,2,0,1.15,315,1074,758,1810.19,merchandising
OUT_06012,DIST_W_03,Bakery,Large,5,0,1.208,338,1096,757,1808.25,promotional
OUT_07187,DIST_W_02,SMMT,Large,2,0,1.251,353,1110,757,1808.06,merchandising
OUT_05271,DIST_W_01,SMMT,Large,4,0,1.201,382,1140,757,1807.8,merchandising
OUT_06136,DIST_W_02,Pharmacy,Large,5,0,1.222,365,1122,757,1807.26,merchandising
OUT_02068,DIST_W_01,Bakery,Large,5,0,1.212,384,1140,756,1805.78,promotional
OUT_00303,DIST_W_03,Grocery,Medium,2,0,1.205,369,1125,756,1804.89,discount
OUT_01292,DIST_W_02,Bakery,Large,2,0,1.203,379,1134,754,1802.34,promotional
OUT_00308,DIST_W_02,Hotel,Medium,1,0,1.222,356,1111,754,1801.88,promotional
OUT_01447,DIST_W_03,Bakery,Large,3,0,1.209,347,1102,754,1801.18,promotional
OUT_05197,DIST_W_02,Pharmacy,Large,4,0,1.195,374,1128,754,1800.59,merchandising
OUT_02452,DIST_W_03,Kiosk,Large,4,0,1.193,340,1094,754,1800.28,merchandising
OUT_00231,DIST_W_01,Grocery,Large,2,0,1.189,366,1119,753,1798.75,discount
OUT_03297,DIST_W_03,Hotel,Large,4,0,1.167,343,1096,752,1796.94,promotional
OUT_06086,DIST_W_02,Pharmacy,Large,2,0,1.245,384,1136,752,1796.06,merchandising
OUT_06565,DIST_W_03,Eatery,Large,2,0,1.204,364,1116,751,1794.99,promotional
OUT_05255,DIST_W_03,SMMT,Large,2,0,1.227,375,1126,750,1792.41,merchandising
OUT_08886,DIST_W_02,SMMT,Large,3,0,1.186,346,1096,750,1791.85,merchandising
OUT_06599,DIST_W_03,Pharmacy,Large,2,0,1.191,358,1108,749,1789.74,merchandising
OUT_02906,DIST_W_01,Hotel,Large,4,0,1.218,360,1109,748,1787.24,promotional
OUT_08438,DIST_W_02,Eatery,Large,5,0,1.217,378,1127,748,1786.73,promotional
OUT_08550,DIST_W_03,Grocery,Large,5,0,1.227,328,1076,748,1785.98,discount
OUT_00322,DIST_W_02,Grocery,Small,0,0,1.21,328,1075,747,1783.94,discount
OUT_02444,DIST_W_02,Bakery,Large,3,0,1.208,334,1080,746,1783.03,promotional
OUT_01897,DIST_W_01,Bakery,Large,2,0,1.175,365,1112,746,1781.43,promotional
OUT_03893,DIST_W_02,Bakery,Large,5,0,1.218,358,1104,745,1780.61,promotional
OUT_07970,DIST_W_02,Hotel,Large,5,0,1.227,380,1125,745,1779.26,promotional
OUT_01107,DIST_W_03,SMMT,Large,3,0,1.213,340,1085,744,1778.0,merchandising
OUT_07418,DIST_W_01,Pharmacy,Large,3,0,1.204,371,1115,743,1774.93,merchandising
OUT_00228,DIST_W_03,Bakery,Small,0,0,1.24,345,1088,743,1774.69,merchandising
OUT_00468,DIST_W_01,Bakery,Large,2,0,1.223,343,1087,743,1774.39,promotional
OUT_05579,DIST_W_02,Eatery,Large,2,0,1.229,383,1125,742,1773.51,promotional
OUT_00225,DIST_W_02,Eatery,Medium,1,0,1.281,385,1128,742,1773.49,promotional
OUT_08855,DIST_W_02,Hotel,Large,4,0,1.238,357,1100,742,1773.24,promotional
OUT_08037,DIST_W_03,Kiosk,Large,5,0,1.207,376,1118,742,1771.86,merchandising
OUT_01766,DIST_W_03,Hotel,Large,2,0,1.223,383,1125,741,1770.53,promotional
OUT_00097,DIST_W_03,Eatery,Medium,1,0,1.256,373,1115,741,1770.51,promotional
OUT_07817,DIST_W_03,Bakery,Large,4,0,1.203,342,1084,741,1769.68,promotional
OUT_03099,DIST_W_03,Pharmacy,Large,4,0,1.196,334,1075,741,1769.6,merchandising
OUT_03508,DIST_W_02,Hotel,Large,2,0,1.267,357,1096,739,1765.36,promotional
OUT_00606,DIST_W_03,Kiosk,Large,2,0,1.18,336,1075,739,1764.4,merchandising
OUT_03699,DIST_W_01,Hotel,Large,3,0,1.227,383,1122,738,1762.95,promotional
OUT_00248,DIST_W_02,Pharmacy,Small,1,0,1.214,329,1066,737,1759.63,merchandising
OUT_04751,DIST_W_02,Hotel,Large,4,0,1.243,361,1098,736,1759.24,promotional
OUT_00204,DIST_W_03,Pharmacy,Medium,2,0,1.21,335,1072,736,1759.03,merchandising
OUT_07625,DIST_W_02,Pharmacy,Large,2,0,1.184,370,1106,735,1756.74,merchandising
OUT_03616,DIST_W_03,Hotel,Large,2,0,1.216,381,1116,735,1756.64,promotional
OUT_03615,DIST_W_01,Bakery,Large,4,0,1.256,376,1112,735,1756.43,promotional
OUT_04413,DIST_W_01,SMMT,Large,2,0,1.193,342,1078,735,1755.83,merchandising
OUT_01481,DIST_W_03,Pharmacy,Large,5,0,1.26,355,1091,735,1755.83,merchandising
OUT_04320,DIST_W_03,Hotel,Large,5,0,1.193,343,1078,735,1755.68,promotional
OUT_03606,DIST_W_01,Bakery,Large,2,0,1.196,340,1075,735,1755.56,promotional
OUT_00457,DIST_W_03,Grocery,Large,5,0,1.242,380,1116,735,1755.03,discount
OUT_08944,DIST_W_02,Pharmacy,Large,4,0,1.232,338,1072,734,1753.03,merchandising
OUT_00072,DIST_W_03,Bakery,Large,5,0,1.196,344,1078,734,1752.6,promotional
OUT_00309,DIST_W_03,Kiosk,Small,1,0,1.178,359,1093,733,1751.99,merchandising
OUT_06720,DIST_W_03,Bakery,Large,2,0,1.212,382,1116,733,1751.39,promotional
OUT_02138,DIST_W_01,Bakery,Large,4,0,1.236,362,1095,733,1750.44,promotional
OUT_04576,DIST_W_02,Bakery,Large,5,0,1.229,356,1089,733,1750.16,promotional
OUT_08883,DIST_W_02,Eatery,Large,3,0,1.239,376,1109,732,1749.73,promotional
OUT_04119,DIST_W_02,Grocery,Large,3,0,1.272,359,1092,732,1748.74,discount
OUT_08537,DIST_W_02,Bakery,Large,3,0,1.261,385,1117,731,1747.18,promotional
OUT_04892,DIST_W_03,Grocery,Large,2,0,1.236,370,1102,731,1747.11,discount
OUT_01375,DIST_W_02,Grocery,Large,4,0,1.206,331,1062,731,1746.59,discount
OUT_05621,DIST_W_03,SMMT,Large,4,0,1.234,346,1077,731,1745.86,merchandising
OUT_00110,DIST_W_01,Eatery,Small,1,0,1.222,360,1090,730,1743.11,promotional
OUT_00205,DIST_W_03,Eatery,Large,4,0,1.201,341,1071,729,1742.63,promotional
OUT_02782,DIST_W_02,Bakery,Large,5,0,1.178,333,1062,729,1741.99,promotional
OUT_04613,DIST_W_02,Hotel,Large,3,0,1.257,382,1112,729,1741.6,promotional
OUT_08496,DIST_W_03,Bakery,Large,4,0,1.226,352,1082,729,1741.38,promotional
OUT_04217,DIST_W_02,Bakery,Large,4,0,1.229,365,1095,729,1740.86,promotional
OUT_00275,DIST_W_03,Eatery,Medium,2,0,1.232,355,1084,728,1739.71,promotional
OUT_01352,DIST_W_02,Grocery,Large,2,0,1.184,367,1095,728,1738.19,discount
OUT_01135,DIST_W_02,Grocery,Large,4,0,1.17,325,1053,727,1737.48,discount
OUT_03533,DIST_W_03,Hotel,Large,5,0,1.235,368,1096,727,1737.26,promotional
OUT_01507,DIST_W_01,Pharmacy,Large,4,0,1.165,364,1091,727,1736.41,merchandising
OUT_01996,DIST_W_03,Kiosk,Large,3,0,1.251,371,1098,727,1736.0,merchandising
OUT_08843,DIST_W_03,Bakery,Large,3,0,1.201,370,1097,726,1735.45,promotional
OUT_00726,DIST_W_02,Grocery,Large,2,0,1.267,380,1106,726,1733.78,discount
OUT_05320,DIST_W_01,Hotel,Medium,1,0,1.238,156,880,724,1728.95,promotional
OUT_01758,DIST_W_01,Kiosk,Large,5,0,1.235,343,1067,723,1728.34,merchandising
OUT_00213,DIST_W_01,Kiosk,Large,3,0,1.214,359,1083,723,1726.85,merchandising
OUT_00206,DIST_W_01,SMMT,Large,5,0,1.272,368,1091,722,1724.56,merchandising
OUT_07949,DIST_W_01,Eatery,Large,2,0,1.143,343,1065,722,1724.19,promotional
OUT_01737,DIST_W_01,Grocery,Large,5,0,1.235,357,1080,722,1724.13,discount
OUT_03395,DIST_W_03,Kiosk,Large,5,0,1.228,354,1077,722,1723.84,merchandising
OUT_06922,DIST_W_02,SMMT,Large,3,0,1.198,325,1046,721,1723.3,merchandising
OUT_03803,DIST_W_03,Kiosk,Large,5,0,1.212,346,1067,721,1721.55,merchandising
OUT_06608,DIST_W_01,Bakery,Large,3,0,1.264,369,1090,720,1720.76,promotional
OUT_06096,DIST_W_01,Eatery,Large,3,0,1.22,368,1089,720,1720.28,promotional
OUT_04733,DIST_W_03,Pharmacy,Large,3,0,1.2,349,1069,720,1719.4,merchandising
OUT_04857,DIST_W_03,Eatery,Large,2,0,1.264,362,1082,719,1718.61,promotional
OUT_01239,DIST_W_03,Kiosk,Large,4,0,1.172,325,1045,719,1718.5,merchandising
OUT_00221,DIST_W_03,Pharmacy,Large,4,0,1.206,363,1083,719,1718.49,merchandising
OUT_03850,DIST_W_01,Pharmacy,Large,2,0,1.24,344,1064,719,1718.0,merchandising
OUT_01926,DIST_W_01,Grocery,Large,5,0,1.19,354,1074,719,1717.5,discount
OUT_08114,DIST_W_01,Grocery,Large,5,0,1.203,350,1069,719,1717.15,discount
OUT_05349,DIST_W_01,Hotel,Large,4,0,1.203,339,1058,719,1716.71,promotional
OUT_00933,DIST_W_03,Kiosk,Large,3,0,1.254,383,1102,718,1716.26,merchandising
OUT_00795,DIST_W_03,SMMT,Large,2,0,1.237,354,1073,718,1714.93,merchandising
OUT_00015,DIST_W_01,Bakery,Small,0,0,1.229,349,1067,718,1714.8,merchandising
OUT_00299,DIST_W_01,Hotel,Large,2,0,1.225,338,1055,717,1712.54,promotional
OUT_07000,DIST_W_01,Bakery,Large,5,0,1.241,349,1066,717,1712.34,promotional
OUT_02647,DIST_W_01,Kiosk,Large,4,0,1.253,378,1095,717,1712.1,merchandising
OUT_01391,DIST_W_01,Eatery,Large,3,0,1.166,347,1064,717,1711.68,promotional
OUT_05655,DIST_W_01,Bakery,Large,2,0,1.263,383,1100,716,1710.95,promotional
OUT_00222,DIST_W_03,Pharmacy,Small,1,0,1.234,370,1086,716,1709.41,merchandising
OUT_05482,DIST_W_01,Kiosk,Large,4,0,1.222,354,1070,715,1708.58,merchandising
OUT_03833,DIST_W_02,Hotel,Large,5,0,1.182,330,1046,715,1708.41,promotional
OUT_05201,DIST_W_01,SMMT,Large,2,0,1.187,381,1097,715,1707.91,merchandising
OUT_08055,DIST_W_02,Eatery,Large,2,0,1.295,337,1051,714,1706.18,promotional
OUT_00349,DIST_W_03,Pharmacy,Small,0,0,1.204,385,1100,714,1705.83,merchandising
OUT_03927,DIST_W_01,Pharmacy,Large,5,0,1.24,380,1095,714,1705.66,merchandising
OUT_07260,DIST_W_03,Kiosk,Small,0,0,1.115,56,770,714,1705.65,merchandising
OUT_08780,DIST_W_02,SMMT,Large,3,0,1.269,366,1080,713,1704.5,merchandising
OUT_00253,DIST_W_03,SMMT,Small,0,0,1.238,355,1068,713,1704.18,merchandising
OUT_07677,DIST_W_01,Grocery,Large,3,0,1.261,357,1070,713,1703.33,discount
OUT_00068,DIST_W_03,Kiosk,Small,1,0,1.203,341,1055,713,1702.94,merchandising
OUT_08647,DIST_W_01,SMMT,Large,4,0,1.223,364,1077,713,1702.63,merchandising
OUT_04052,DIST_W_03,Eatery,Large,5,0,1.268,364,1077,713,1702.21,promotional
OUT_03902,DIST_W_01,Eatery,Large,4,0,1.258,382,1094,712,1701.83,promotional
OUT_05340,DIST_W_01,Grocery,Large,5,0,1.172,349,1062,712,1700.55,discount
OUT_06535,DIST_W_01,Grocery,Large,3,0,1.212,354,1066,712,1700.3,discount
OUT_04309,DIST_W_03,Grocery,Large,3,0,1.17,339,1051,712,1700.18,discount
OUT_00302,DIST_W_02,Bakery,Medium,1,0,1.187,359,1070,711,1699.45,promotional
OUT_01634,DIST_W_03,Eatery,Large,4,0,1.187,376,1088,711,1699.41,promotional
OUT_08261,DIST_W_02,Pharmacy,Large,4,0,1.211,351,1062,711,1698.8,merchandising
OUT_05442,DIST_W_02,Hotel,Large,5,0,1.248,346,1058,711,1698.65,promotional
OUT_01287,DIST_W_02,Hotel,Large,2,0,1.207,348,1059,711,1698.43,promotional
OUT_02126,DIST_W_02,Kiosk,Small,0,0,1.423,99,810,711,1697.84,merchandising
OUT_05048,DIST_W_02,Kiosk,Small,0,0,1.421,81,792,710,1697.05,merchandising
OUT_01164,DIST_W_02,Hotel,Large,2,0,1.207,373,1084,710,1696.85,promotional
OUT_00232,DIST_W_02,Bakery,Medium,2,0,1.237,364,1075,710,1696.79,promotional
OUT_06228,DIST_W_02,Kiosk,Large,3,0,1.2,344,1054,710,1696.21,merchandising
OUT_00699,DIST_W_03,Eatery,Large,4,0,1.192,317,1027,710,1695.51,promotional
OUT_01217,DIST_W_03,Kiosk,Large,4,0,1.23,337,1047,710,1695.33,merchandising
OUT_08512,DIST_W_01,Kiosk,Large,4,0,1.234,353,1062,709,1693.39,merchandising
OUT_01389,DIST_W_03,Hotel,Large,5,0,1.179,340,1049,708,1692.35,promotional
OUT_07858,DIST_W_02,Grocery,Large,2,0,1.238,352,1060,708,1691.79,discount
OUT_03513,DIST_W_01,Eatery,Large,3,0,1.213,349,1058,708,1691.24,promotional
OUT_03388,DIST_W_01,Pharmacy,Large,3,0,1.234,365,1073,707,1690.1,merchandising
OUT_08898,DIST_W_01,Hotel,Large,5,0,1.167,343,1051,707,1688.64,promotional
OUT_03772,DIST_W_03,Bakery,Large,2,0,1.208,352,1058,706,1686.79,promotional
OUT_06415,DIST_W_02,Hotel,Medium,1,0,1.254,182,888,706,1686.74,promotional
OUT_01801,DIST_W_01,SMMT,Large,3,0,1.259,366,1072,706,1685.88,merchandising
OUT_01236,DIST_W_03,SMMT,Large,2,0,1.197,332,1037,705,1685.01,merchandising
OUT_04953,DIST_W_02,Hotel,Large,3,0,1.23,384,1090,705,1684.61,promotional
